state,county_name,fips_code,carrier,issuer_id,plan_count
NV,White Pine County,32033,"HMO Colorado, Inc., dba HMO Nevada",60156,39
NV,White Pine County,32033,"Rocky Mountain Hospital and Medical Service, Inc., dba Anthem Blue Cross and Blue Shield",33670,30
NV,White Pine County,32033,UnitedHealthcare,83198,16
NV,White Pine County,32033,UnitedHealthOne,17255,5
NY,Albany County,36001,BlueShield of Northeastern New York,36346,35
NY,Albany County,36001,Capital District Physicians' Health Plan,94788,58
NY,Albany County,36001,EmblemHealth,88582,56
NY,Albany County,36001,"Empire HealthChoice HMO, Inc.",80519,136
NY,Albany County,36001,Fidelis Care,25303,22
NY,Albany County,36001,MVP Health Care,56184,139
NY,Albany County,36001,UnitedHealthcare,54297,8
NY,Allegany County,36003,BlueCross BlueShield of Western New York,49526,61
NY,Allegany County,36003,"Excellus Health Plan, Inc",78124,63
NY,Allegany County,36003,Fidelis Care,25303,22
NY,Allegany County,36003,Independent Health Benefits Corporation,18029,56
NY,Allegany County,36003,UnitedHealthcare,54297,8
NY,Bronx County,36005,"Affinity Health Plan, Inc.",57165,36
NY,Bronx County,36005,EmblemHealth,88582,56
NY,Bronx County,36005,"Empire HealthChoice HMO, Inc.",80519,68
NY,Bronx County,36005,Fidelis Care,25303,22
NY,Bronx County,36005,Healthfirst,91237,57
NY,Bronx County,36005,MetroPlus Health Plan,11177,66
NY,Bronx County,36005,North Shore-LIJ Insurance Company Inc,82483,75
NY,Bronx County,36005,Oscar,74289,37
NY,Bronx County,36005,UnitedHealthcare,54297,8
NY,Bronx County,36005,"UnitedHealthcare of New York, Inc.",54235,34
NY,Broome County,36007,Capital District Physicians' Health Plan,94788,58
NY,Broome County,36007,EmblemHealth,88582,56
NY,Broome County,36007,"Excellus Health Plan, Inc",78124,77
NY,Broome County,36007,Fidelis Care,25303,22
NY,Broome County,36007,MVP Health Care,56184,139
NY,Broome County,36007,UnitedHealthcare,54297,8
NY,Cattaraugus County,36009,BlueCross BlueShield of Western New York,49526,61
NY,Cattaraugus County,36009,"Excellus Health Plan, Inc",78124,63
NY,Cattaraugus County,36009,Fidelis Care,25303,22
NY,Cattaraugus County,36009,UnitedHealthcare,54297,8
NY,Cayuga County,36011,"Excellus Health Plan, Inc",78124,77
NY,Cayuga County,36011,Fidelis Care,25303,22
NY,Cayuga County,36011,MVP Health Care,56184,139
NY,Cayuga County,36011,UnitedHealthcare,54297,8
NY,Chautauqua County,36013,BlueCross BlueShield of Western New York,49526,61
NY,Chautauqua County,36013,"Excellus Health Plan, Inc",78124,63
NY,Chautauqua County,36013,Fidelis Care,25303,22
NY,Chautauqua County,36013,Independent Health Benefits Corporation,18029,56
NY,Chautauqua County,36013,UnitedHealthcare,54297,8
NY,Chemung County,36015,"Excellus Health Plan, Inc",78124,77
NY,Chemung County,36015,Fidelis Care,25303,22
NY,Chemung County,36015,UnitedHealthcare,54297,8
NY,Chenango County,36017,Capital District Physicians' Health Plan,94788,58
NY,Chenango County,36017,"Empire HealthChoice HMO, Inc.",80519,68
NY,Chenango County,36017,"Excellus Health Plan, Inc",78124,91
NY,Chenango County,36017,Fidelis Care,25303,22
NY,Chenango County,36017,MVP Health Care,56184,139
NY,Chenango County,36017,UnitedHealthcare,54297,8
NY,Clinton County,36019,BlueShield of Northeastern New York,36346,35
NY,Clinton County,36019,"Empire HealthChoice HMO, Inc.",80519,68
NY,Clinton County,36019,"Excellus Health Plan, Inc",78124,91
NY,Clinton County,36019,Fidelis Care,25303,22
NY,Clinton County,36019,MVP Health Care,56184,139
NY,Clinton County,36019,UnitedHealthcare,54297,8
NY,Columbia County,36021,BlueShield of Northeastern New York,36346,35
NY,Columbia County,36021,Capital District Physicians' Health Plan,94788,58
NY,Columbia County,36021,EmblemHealth,88582,56
NY,Columbia County,36021,"Empire HealthChoice HMO, Inc.",80519,136
NY,Columbia County,36021,Fidelis Care,25303,22
NY,Columbia County,36021,MVP Health Care,56184,139
NY,Columbia County,36021,UnitedHealthcare,54297,8
NY,Cortland County,36023,"Excellus Health Plan, Inc",78124,77
NY,Cortland County,36023,Fidelis Care,25303,22
NY,Cortland County,36023,MVP Health Care,56184,139
NY,Cortland County,36023,UnitedHealthcare,54297,8
NY,Delaware County,36025,Capital District Physicians' Health Plan,94788,58
NY,Delaware County,36025,EmblemHealth,88582,56
NY,Delaware County,36025,"Empire HealthChoice HMO, Inc.",80519,68
NY,Delaware County,36025,"Excellus Health Plan, Inc",78124,77
NY,Delaware County,36025,Fidelis Care,25303,22
NY,Delaware County,36025,MVP Health Care,56184,139
NY,Delaware County,36025,UnitedHealthcare,54297,8
NY,Dutchess County,36027,Capital District Physicians' Health Plan,94788,58
NY,Dutchess County,36027,EmblemHealth,88582,56
NY,Dutchess County,36027,"Empire HealthChoice HMO, Inc.",80519,68
NY,Dutchess County,36027,Fidelis Care,25303,22
NY,Dutchess County,36027,MVP Health Care,56184,155
NY,Dutchess County,36027,UnitedHealthcare,54297,8
NY,Dutchess County,36027,"UnitedHealthcare of New York, Inc.",54235,34
NY,Erie County,36029,BlueCross BlueShield of Western New York,49526,61
NY,Erie County,36029,"Excellus Health Plan, Inc",78124,63
NY,Erie County,36029,Fidelis Care,25303,22
NY,Erie County,36029,Independent Health Benefits Corporation,18029,56
NY,Erie County,36029,UnitedHealthcare,54297,8
NY,Essex County,36031,BlueShield of Northeastern New York,36346,35
NY,Essex County,36031,Capital District Physicians' Health Plan,94788,58
NY,Essex County,36031,"Empire HealthChoice HMO, Inc.",80519,68
NY,Essex County,36031,"Excellus Health Plan, Inc",78124,91
NY,Essex County,36031,Fidelis Care,25303,22
NY,Essex County,36031,MVP Health Care,56184,139
NY,Essex County,36031,UnitedHealthcare,54297,8
NY,Franklin County,36033,"Empire HealthChoice HMO, Inc.",80519,68
NY,Franklin County,36033,"Excellus Health Plan, Inc",78124,91
NY,Franklin County,36033,Fidelis Care,25303,22
NY,Franklin County,36033,MVP Health Care,56184,139
NY,Franklin County,36033,UnitedHealthcare,54297,8
NY,Fulton County,36035,BlueShield of Northeastern New York,36346,35
NY,Fulton County,36035,Capital District Physicians' Health Plan,94788,58
NY,Fulton County,36035,EmblemHealth,88582,56
NY,Fulton County,36035,"Empire HealthChoice HMO, Inc.",80519,136
NY,Fulton County,36035,"Excellus Health Plan, Inc",78124,63
NY,Fulton County,36035,Fidelis Care,25303,22
NY,Fulton County,36035,MVP Health Care,56184,139
NY,Fulton County,36035,UnitedHealthcare,54297,8
NY,Genesee County,36037,BlueCross BlueShield of Western New York,49526,61
NY,Genesee County,36037,"Excellus Health Plan, Inc",78124,63
NY,Genesee County,36037,Fidelis Care,25303,22
NY,Genesee County,36037,Independent Health Benefits Corporation,18029,56
NY,Genesee County,36037,MVP Health Care,56184,139
NY,Genesee County,36037,UnitedHealthcare,54297,8
NY,Greene County,36039,BlueShield of Northeastern New York,36346,35
NY,Greene County,36039,Capital District Physicians' Health Plan,94788,58
NY,Greene County,36039,EmblemHealth,88582,56
NY,Greene County,36039,"Empire HealthChoice HMO, Inc.",80519,136
NY,Greene County,36039,Fidelis Care,25303,22
NY,Greene County,36039,MVP Health Care,56184,139
NY,Greene County,36039,UnitedHealthcare,54297,8
NY,Hamilton County,36041,Capital District Physicians' Health Plan,94788,58
NY,Hamilton County,36041,"Empire HealthChoice HMO, Inc.",80519,68
NY,Hamilton County,36041,"Excellus Health Plan, Inc",78124,91
NY,Hamilton County,36041,Fidelis Care,25303,22
NY,Hamilton County,36041,MVP Health Care,56184,139
NY,Hamilton County,36041,UnitedHealthcare,54297,8
NY,Herkimer County,36043,Capital District Physicians' Health Plan,94788,58
NY,Herkimer County,36043,"Empire HealthChoice HMO, Inc.",80519,68
NY,Herkimer County,36043,"Excellus Health Plan, Inc",78124,91
NY,Herkimer County,36043,Fidelis Care,25303,22
NY,Herkimer County,36043,MVP Health Care,56184,139
NY,Herkimer County,36043,UnitedHealthcare,54297,8
NY,Jefferson County,36045,"Empire HealthChoice HMO, Inc.",80519,68
NY,Jefferson County,36045,"Excellus Health Plan, Inc",78124,91
NY,Jefferson County,36045,Fidelis Care,25303,22
NY,Jefferson County,36045,MVP Health Care,56184,139
NY,Jefferson County,36045,UnitedHealthcare,54297,8
NY,Kings County,36047,"Affinity Health Plan, Inc.",57165,36
NY,Kings County,36047,EmblemHealth,88582,56
NY,Kings County,36047,"Empire HealthChoice HMO, Inc.",80519,68
NY,Kings County,36047,Fidelis Care,25303,22
NY,Kings County,36047,Healthfirst,91237,57
NY,Kings County,36047,MetroPlus Health Plan,11177,66
NY,Kings County,36047,North Shore-LIJ Insurance Company Inc,82483,75
NY,Kings County,36047,Oscar,74289,37
NY,Kings County,36047,UnitedHealthcare,54297,8
NY,Kings County,36047,"UnitedHealthcare of New York, Inc.",54235,34
NY,Lewis County,36049,"Empire HealthChoice HMO, Inc.",80519,68
NY,Lewis County,36049,"Excellus Health Plan, Inc",78124,91
NY,Lewis County,36049,Fidelis Care,25303,22
NY,Lewis County,36049,MVP Health Care,56184,139
NY,Lewis County,36049,UnitedHealthcare,54297,8
NY,Livingston County,36051,"Excellus Health Plan, Inc",78124,63
NY,Livingston County,36051,Fidelis Care,25303,22
NY,Livingston County,36051,MVP Health Care,56184,139
NY,Livingston County,36051,UnitedHealthcare,54297,8
NY,Madison County,36053,Capital District Physicians' Health Plan,94788,58
NY,Madison County,36053,"Empire HealthChoice HMO, Inc.",80519,68
NY,Madison County,36053,"Excellus Health Plan, Inc",78124,91
NY,Madison County,36053,Fidelis Care,25303,22
NY,Madison County,36053,MVP Health Care,56184,139
NY,Madison County,36053,UnitedHealthcare,54297,8
NY,Monroe County,36055,"Excellus Health Plan, Inc",78124,63
NY,Monroe County,36055,Fidelis Care,25303,22
NY,Monroe County,36055,MVP Health Care,56184,139
NY,Monroe County,36055,UnitedHealthcare,54297,8
NY,Montgomery County,36057,BlueShield of Northeastern New York,36346,35
NY,Montgomery County,36057,Capital District Physicians' Health Plan,94788,58
NY,Montgomery County,36057,EmblemHealth,88582,56
NY,Montgomery County,36057,"Empire HealthChoice HMO, Inc.",80519,136
NY,Montgomery County,36057,"Excellus Health Plan, Inc",78124,63
NY,Montgomery County,36057,Fidelis Care,25303,22
NY,Montgomery County,36057,MVP Health Care,56184,139
NY,Montgomery County,36057,UnitedHealthcare,54297,8
NY,Nassau County,36059,"Affinity Health Plan, Inc.",57165,36
NY,Nassau County,36059,EmblemHealth,88582,56
NY,Nassau County,36059,"Empire HealthChoice HMO, Inc.",80519,68
NY,Nassau County,36059,Fidelis Care,25303,22
NY,Nassau County,36059,Healthfirst,91237,57
NY,Nassau County,36059,North Shore-LIJ Insurance Company Inc,82483,75
NY,Nassau County,36059,Oscar,74289,37
NY,Nassau County,36059,UnitedHealthcare,54297,8
NY,Nassau County,36059,"UnitedHealthcare of New York, Inc.",54235,34
NY,New York County,36061,"Affinity Health Plan, Inc.",57165,36
NY,New York County,36061,EmblemHealth,88582,56
NY,New York County,36061,"Empire HealthChoice HMO, Inc.",80519,68
NY,New York County,36061,Fidelis Care,25303,22
NY,New York County,36061,Healthfirst,91237,57
NY,New York County,36061,MetroPlus Health Plan,11177,66
NY,New York County,36061,North Shore-LIJ Insurance Company Inc,82483,75
NY,New York County,36061,Oscar,74289,37
NY,New York County,36061,UnitedHealthcare,54297,8
NY,New York County,36061,"UnitedHealthcare of New York, Inc.",54235,34
NY,Niagara County,36063,BlueCross BlueShield of Western New York,49526,61
NY,Niagara County,36063,"Excellus Health Plan, Inc",78124,63
NY,Niagara County,36063,Fidelis Care,25303,22
NY,Niagara County,36063,Independent Health Benefits Corporation,18029,56
NY,Niagara County,36063,UnitedHealthcare,54297,8
NY,Oneida County,36065,Capital District Physicians' Health Plan,94788,58
NY,Oneida County,36065,"Empire HealthChoice HMO, Inc.",80519,68
NY,Oneida County,36065,"Excellus Health Plan, Inc",78124,91
NY,Oneida County,36065,Fidelis Care,25303,22
NY,Oneida County,36065,MVP Health Care,56184,139
NY,Oneida County,36065,UnitedHealthcare,54297,8
NY,Onondaga County,36067,"Excellus Health Plan, Inc",78124,77
NY,Onondaga County,36067,Fidelis Care,25303,22
NY,Onondaga County,36067,MVP Health Care,56184,139
NY,Onondaga County,36067,UnitedHealthcare,54297,8
NY,Ontario County,36069,"Excellus Health Plan, Inc",78124,63
NY,Ontario County,36069,Fidelis Care,25303,22
NY,Ontario County,36069,MVP Health Care,56184,139
NY,Ontario County,36069,UnitedHealthcare,54297,8
NY,Orange County,36071,"Affinity Health Plan, Inc.",57165,36
NY,Orange County,36071,Capital District Physicians' Health Plan,94788,58
NY,Orange County,36071,"Crystal Run Health Plan, LLC",73886,34
NY,Orange County,36071,EmblemHealth,88582,56
NY,Orange County,36071,"Empire HealthChoice HMO, Inc.",80519,68
NY,Orange County,36071,Fidelis Care,25303,22
NY,Orange County,36071,MVP Health Care,56184,139
NY,Orange County,36071,UnitedHealthcare,54297,8
NY,Orange County,36071,"UnitedHealthcare of New York, Inc.",54235,34
NY,Orleans County,36073,BlueCross BlueShield of Western New York,49526,61
NY,Orleans County,36073,"Excellus Health Plan, Inc",78124,63
NY,Orleans County,36073,Fidelis Care,25303,22
NY,Orleans County,36073,Independent Health Benefits Corporation,18029,56
NY,Orleans County,36073,MVP Health Care,56184,139
NY,Orleans County,36073,UnitedHealthcare,54297,8
NY,Oswego County,36075,"Empire HealthChoice HMO, Inc.",80519,68
NY,Oswego County,36075,"Excellus Health Plan, Inc",78124,91
NY,Oswego County,36075,Fidelis Care,25303,22
NY,Oswego County,36075,MVP Health Care,56184,139
NY,Oswego County,36075,UnitedHealthcare,54297,8
NY,Otsego County,36077,Capital District Physicians' Health Plan,94788,58
NY,Otsego County,36077,"Empire HealthChoice HMO, Inc.",80519,68
NY,Otsego County,36077,"Excellus Health Plan, Inc",78124,91
NY,Otsego County,36077,Fidelis Care,25303,22
NY,Otsego County,36077,MVP Health Care,56184,139
NY,Otsego County,36077,UnitedHealthcare,54297,8
NY,Putnam County,36079,EmblemHealth,88582,56
NY,Putnam County,36079,"Empire HealthChoice HMO, Inc.",80519,68
NY,Putnam County,36079,Fidelis Care,25303,22
NY,Putnam County,36079,MVP Health Care,56184,155
NY,Putnam County,36079,UnitedHealthcare,54297,8
NY,Putnam County,36079,"UnitedHealthcare of New York, Inc.",54235,34
NY,Queens County,36081,"Affinity Health Plan, Inc.",57165,36
NY,Queens County,36081,EmblemHealth,88582,56
NY,Queens County,36081,"Empire HealthChoice HMO, Inc.",80519,68
NY,Queens County,36081,Fidelis Care,25303,22
NY,Queens County,36081,Healthfirst,91237,57
NY,Queens County,36081,MetroPlus Health Plan,11177,66
NY,Queens County,36081,North Shore-LIJ Insurance Company Inc,82483,75
NY,Queens County,36081,Oscar,74289,37
NY,Queens County,36081,UnitedHealthcare,54297,8
NY,Queens County,36081,"UnitedHealthcare of New York, Inc.",54235,34
NY,Rensselaer County,36083,BlueShield of Northeastern New York,36346,35
NY,Rensselaer County,36083,Capital District Physicians' Health Plan,94788,58
NY,Rensselaer County,36083,EmblemHealth,88582,56
NY,Rensselaer County,36083,"Empire HealthChoice HMO, Inc.",80519,136
NY,Rensselaer County,36083,Fidelis Care,25303,22
NY,Rensselaer County,36083,MVP Health Care,56184,139
NY,Rensselaer County,36083,UnitedHealthcare,54297,8
NY,Richmond County,36085,"Affinity Health Plan, Inc.",57165,36
NY,Richmond County,36085,EmblemHealth,88582,56
NY,Richmond County,36085,"Empire HealthChoice HMO, Inc.",80519,68
NY,Richmond County,36085,Fidelis Care,25303,22
NY,Richmond County,36085,Healthfirst,91237,57
NY,Richmond County,36085,MetroPlus Health Plan,11177,66
NY,Richmond County,36085,North Shore-LIJ Insurance Company Inc,82483,75
NY,Richmond County,36085,Oscar,74289,37
NY,Richmond County,36085,UnitedHealthcare,54297,8
NY,Richmond County,36085,"UnitedHealthcare of New York, Inc.",54235,34
NY,Rockland County,36087,"Affinity Health Plan, Inc.",57165,36
NY,Rockland County,36087,EmblemHealth,88582,56
NY,Rockland County,36087,"Empire HealthChoice HMO, Inc.",80519,68
NY,Rockland County,36087,Fidelis Care,25303,22
NY,Rockland County,36087,MVP Health Care,56184,139
NY,Rockland County,36087,Oscar,74289,37
NY,Rockland County,36087,UnitedHealthcare,54297,8
NY,Rockland County,36087,"UnitedHealthcare of New York, Inc.",54235,34
NY,Saratoga County,36091,BlueShield of Northeastern New York,36346,35
NY,Saratoga County,36091,Capital District Physicians' Health Plan,94788,58
NY,Saratoga County,36091,EmblemHealth,88582,56
NY,Saratoga County,36091,"Empire HealthChoice HMO, Inc.",80519,136
NY,Saratoga County,36091,Fidelis Care,25303,22
NY,Saratoga County,36091,MVP Health Care,56184,139
NY,Saratoga County,36091,UnitedHealthcare,54297,8
NY,Schenectady County,36093,BlueShield of Northeastern New York,36346,35
NY,Schenectady County,36093,Capital District Physicians' Health Plan,94788,58
NY,Schenectady County,36093,EmblemHealth,88582,56
NY,Schenectady County,36093,"Empire HealthChoice HMO, Inc.",80519,136
NY,Schenectady County,36093,Fidelis Care,25303,22
NY,Schenectady County,36093,MVP Health Care,56184,139
NY,Schenectady County,36093,UnitedHealthcare,54297,8
NY,Schoharie County,36095,BlueShield of Northeastern New York,36346,35
NY,Schoharie County,36095,Capital District Physicians' Health Plan,94788,58
NY,Schoharie County,36095,EmblemHealth,88582,56
NY,Schoharie County,36095,"Empire HealthChoice HMO, Inc.",80519,136
NY,Schoharie County,36095,Fidelis Care,25303,22
NY,Schoharie County,36095,MVP Health Care,56184,139
NY,Schoharie County,36095,UnitedHealthcare,54297,8
NY,Schuyler County,36097,"Excellus Health Plan, Inc",78124,77
NY,Schuyler County,36097,Fidelis Care,25303,22
NY,Schuyler County,36097,UnitedHealthcare,54297,8
NY,Seneca County,36099,"Excellus Health Plan, Inc",78124,63
NY,Seneca County,36099,Fidelis Care,25303,22
NY,Seneca County,36099,MVP Health Care,56184,139
NY,Seneca County,36099,UnitedHealthcare,54297,8
NY,Steuben County,36101,"Excellus Health Plan, Inc",78124,77
NY,Steuben County,36101,Fidelis Care,25303,22
NY,Steuben County,36101,MVP Health Care,56184,139
NY,Steuben County,36101,UnitedHealthcare,54297,8
NY,St. Lawrence County,36089,"Empire HealthChoice HMO, Inc.",80519,68
NY,St. Lawrence County,36089,"Excellus Health Plan, Inc",78124,91
NY,St. Lawrence County,36089,Fidelis Care,25303,22
NY,St. Lawrence County,36089,MVP Health Care,56184,139
NY,St. Lawrence County,36089,UnitedHealthcare,54297,8
NY,Suffolk County,36103,"Affinity Health Plan, Inc.",57165,36
NY,Suffolk County,36103,EmblemHealth,88582,56
NY,Suffolk County,36103,"Empire HealthChoice HMO, Inc.",80519,68
NY,Suffolk County,36103,Fidelis Care,25303,22
NY,Suffolk County,36103,Healthfirst,91237,57
NY,Suffolk County,36103,North Shore-LIJ Insurance Company Inc,82483,75
NY,Suffolk County,36103,Oscar,74289,37
NY,Suffolk County,36103,UnitedHealthcare,54297,8
NY,Suffolk County,36103,"UnitedHealthcare of New York, Inc.",54235,34
NY,Sullivan County,36105,"Crystal Run Health Plan, LLC",73886,34
NY,Sullivan County,36105,EmblemHealth,88582,56
NY,Sullivan County,36105,"Empire HealthChoice HMO, Inc.",80519,68
NY,Sullivan County,36105,Fidelis Care,25303,22
NY,Sullivan County,36105,MVP Health Care,56184,139
NY,Sullivan County,36105,UnitedHealthcare,54297,8
NY,Sullivan County,36105,"UnitedHealthcare of New York, Inc.",54235,34
NY,Tioga County,36107,Capital District Physicians' Health Plan,94788,58
NY,Tioga County,36107,"Excellus Health Plan, Inc",78124,77
NY,Tioga County,36107,Fidelis Care,25303,22
NY,Tioga County,36107,MVP Health Care,56184,139
NY,Tioga County,36107,UnitedHealthcare,54297,8
NY,Tompkins County,36109,"Excellus Health Plan, Inc",78124,77
NY,Tompkins County,36109,Fidelis Care,25303,22
NY,Tompkins County,36109,MVP Health Care,56184,139
NY,Tompkins County,36109,UnitedHealthcare,54297,8
NY,Ulster County,36111,Capital District Physicians' Health Plan,94788,58
NY,Ulster County,36111,EmblemHealth,88582,56
NY,Ulster County,36111,"Empire HealthChoice HMO, Inc.",80519,68
NY,Ulster County,36111,Fidelis Care,25303,22
NY,Ulster County,36111,MVP Health Care,56184,155
NY,Ulster County,36111,UnitedHealthcare,54297,8
NY,Ulster County,36111,"UnitedHealthcare of New York, Inc.",54235,34
NY,Warren County,36113,BlueShield of Northeastern New York,36346,35
NY,Warren County,36113,Capital District Physicians' Health Plan,94788,58
NY,Warren County,36113,EmblemHealth,88582,56
NY,Warren County,36113,"Empire HealthChoice HMO, Inc.",80519,136
NY,Warren County,36113,Fidelis Care,25303,22
NY,Warren County,36113,MVP Health Care,56184,139
NY,Warren County,36113,UnitedHealthcare,54297,8
NY,Washington County,36115,BlueShield of Northeastern New York,36346,35
NY,Washington County,36115,Capital District Physicians' Health Plan,94788,58
NY,Washington County,36115,EmblemHealth,88582,56
NY,Washington County,36115,"Empire HealthChoice HMO, Inc.",80519,136
NY,Washington County,36115,Fidelis Care,25303,22
NY,Washington County,36115,MVP Health Care,56184,139
NY,Washington County,36115,UnitedHealthcare,54297,8
NY,Wayne County,36117,"Excellus Health Plan, Inc",78124,63
NY,Wayne County,36117,Fidelis Care,25303,22
NY,Wayne County,36117,MVP Health Care,56184,139
NY,Wayne County,36117,UnitedHealthcare,54297,8
NY,Westchester County,36119,"Affinity Health Plan, Inc.",57165,36
NY,Westchester County,36119,EmblemHealth,88582,56
NY,Westchester County,36119,"Empire HealthChoice HMO, Inc.",80519,68
NY,Westchester County,36119,Fidelis Care,25303,22
NY,Westchester County,36119,MVP Health Care,56184,139
NY,Westchester County,36119,North Shore-LIJ Insurance Company Inc,82483,75
NY,Westchester County,36119,Oscar,74289,37
NY,Westchester County,36119,UnitedHealthcare,54297,8
NY,Westchester County,36119,"UnitedHealthcare of New York, Inc.",54235,34
NY,Wyoming County,36121,BlueCross BlueShield of Western New York,49526,61
NY,Wyoming County,36121,"Excellus Health Plan, Inc",78124,63
NY,Wyoming County,36121,Fidelis Care,25303,22
NY,Wyoming County,36121,Independent Health Benefits Corporation,18029,56
NY,Wyoming County,36121,MVP Health Care,56184,139
NY,Wyoming County,36121,UnitedHealthcare,54297,8
NY,Yates County,36123,"Excellus Health Plan, Inc",78124,63
NY,Yates County,36123,Fidelis Care,25303,22
NY,Yates County,36123,MVP Health Care,56184,139
NY,Yates County,36123,UnitedHealthcare,54297,8
OH,Adams County,39001,Aetna,67129,4
OH,Adams County,39001,Anthem Blue Cross and Blue Shield,29276,54
OH,Adams County,39001,CareSource,77552,22
OH,Adams County,39001,Freedom Life Insurance,68648,2
OH,Adams County,39001,National Foundation  Life Insurance,70000,1
OH,Adams County,39001,SummaCare,52664,6
OH,Allen County,39003,Aetna,67129,4
OH,Allen County,39003,Ambetter from Buckeye Health Plan,41047,45
OH,Allen County,39003,Anthem Blue Cross and Blue Shield,29276,54
OH,Allen County,39003,Freedom Life Insurance,68648,2
OH,Allen County,39003,MedMutual,99969,17
OH,Allen County,39003,National Foundation  Life Insurance,70000,1
OH,Allen County,39003,SummaCare,52664,6
OH,Ashland County,39005,Aetna,67129,4
OH,Ashland County,39005,Ambetter from Buckeye Health Plan,41047,4
OH,Ashland County,39005,Anthem Blue Cross and Blue Shield,29276,54
OH,Ashland County,39005,CareSource,77552,22
OH,Ashland County,39005,Freedom Life Insurance,68648,2
OH,Ashland County,39005,Medical Mutual,80627,7
OH,Ashland County,39005,MedMutual,99969,17
OH,Ashland County,39005,National Foundation  Life Insurance,70000,1
OH,Ashland County,39005,SummaCare,52664,9
OH,Ashtabula County,39007,Aetna,67129,4
OH,Ashtabula County,39007,Ambetter from Buckeye Health Plan,41047,4
OH,Ashtabula County,39007,Anthem Blue Cross and Blue Shield,29276,54
OH,Ashtabula County,39007,CareSource,77552,22
OH,Ashtabula County,39007,Freedom Life Insurance,68648,2
OH,Ashtabula County,39007,Medical Mutual,80627,7
OH,Ashtabula County,39007,MedMutual,99969,17
OH,Ashtabula County,39007,Molina Marketplace,64353,11
OH,Ashtabula County,39007,National Foundation  Life Insurance,70000,1
OH,Ashtabula County,39007,SummaCare,52664,6
OH,Athens County,39009,Aetna,67129,4
OH,Athens County,39009,Anthem Blue Cross and Blue Shield,29276,54
OH,Athens County,39009,Freedom Life Insurance,68648,2
OH,Athens County,39009,MedMutual,99969,17
OH,Athens County,39009,Molina Marketplace,64353,11
OH,Athens County,39009,National Foundation  Life Insurance,70000,1
OH,Athens County,39009,SummaCare,52664,6
OH,Auglaize County,39011,Aetna,67129,4
OH,Auglaize County,39011,Ambetter from Buckeye Health Plan,41047,4
OH,Auglaize County,39011,Anthem Blue Cross and Blue Shield,29276,54
OH,Auglaize County,39011,Freedom Life Insurance,68648,2
OH,Auglaize County,39011,National Foundation  Life Insurance,70000,1
OH,Auglaize County,39011,SummaCare,52664,6
OH,Belmont County,39013,Aetna,67129,4
OH,Belmont County,39013,Anthem Blue Cross and Blue Shield,29276,54
OH,Belmont County,39013,CareSource,77552,22
OH,Belmont County,39013,Freedom Life Insurance,68648,2
OH,Belmont County,39013,National Foundation  Life Insurance,70000,1
OH,Belmont County,39013,SummaCare,52664,6
OH,Brown County,39015,Aetna,67129,4
OH,Brown County,39015,Anthem Blue Cross and Blue Shield,29276,54
OH,Brown County,39015,CareSource,77552,22
OH,Brown County,39015,Freedom Life Insurance,68648,2
OH,Brown County,39015,National Foundation  Life Insurance,70000,1
OH,Brown County,39015,SummaCare,52664,6
OH,Butler County,39017,Aetna,67129,4
OH,Butler County,39017,Ambetter from Buckeye Health Plan,41047,4
OH,Butler County,39017,Anthem Blue Cross and Blue Shield,29276,54
OH,Butler County,39017,CareSource,77552,22
OH,Butler County,39017,Freedom Life Insurance,68648,2
OH,Butler County,39017,Humana,66083,9
OH,Butler County,39017,MedMutual,99969,17
OH,Butler County,39017,Molina Marketplace,64353,11
OH,Butler County,39017,National Foundation  Life Insurance,70000,1
OH,Butler County,39017,Premier Health Plan,26734,35
OH,Butler County,39017,SummaCare,52664,6
OH,Carroll County,39019,Aetna,67129,4
OH,Carroll County,39019,Ambetter from Buckeye Health Plan,41047,4
OH,Carroll County,39019,Anthem Blue Cross and Blue Shield,29276,54
OH,Carroll County,39019,AultCare Insurance Company,28162,93
OH,Carroll County,39019,Freedom Life Insurance,68648,2
OH,Carroll County,39019,National Foundation  Life Insurance,70000,1
OH,Carroll County,39019,SummaCare,52664,9
OH,Champaign County,39021,Aetna,67129,4
OH,Champaign County,39021,Ambetter from Buckeye Health Plan,41047,4
OH,Champaign County,39021,Anthem Blue Cross and Blue Shield,29276,54
OH,Champaign County,39021,Freedom Life Insurance,68648,2
OH,Champaign County,39021,Humana,66083,3
OH,Champaign County,39021,MedMutual,99969,17
OH,Champaign County,39021,National Foundation  Life Insurance,70000,1
OH,Champaign County,39021,Premier Health Plan,26734,10
OH,Champaign County,39021,SummaCare,52664,6
OH,Clark County,39023,Aetna,67129,4
OH,Clark County,39023,Ambetter from Buckeye Health Plan,41047,4
OH,Clark County,39023,Anthem Blue Cross and Blue Shield,29276,54
OH,Clark County,39023,CareSource,77552,22
OH,Clark County,39023,Freedom Life Insurance,68648,2
OH,Clark County,39023,Humana,66083,3
OH,Clark County,39023,MedMutual,99969,17
OH,Clark County,39023,Molina Marketplace,64353,11
OH,Clark County,39023,National Foundation  Life Insurance,70000,1
OH,Clark County,39023,Premier Health Plan,26734,35
OH,Clark County,39023,SummaCare,52664,6
OH,Clermont County,39025,Aetna,67129,4
OH,Clermont County,39025,Anthem Blue Cross and Blue Shield,29276,54
OH,Clermont County,39025,CareSource,77552,22
OH,Clermont County,39025,Freedom Life Insurance,68648,2
OH,Clermont County,39025,MedMutual,99969,17
